Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2420","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","46.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","23.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","220","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","19.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","14.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2721","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","71.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","55.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2601","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","60.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","48.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","119","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","11.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","7.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3501","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","104.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","157.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2634","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","49.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","90.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","866","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","55.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","33","Canada","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","66.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3020","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","90.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","90.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2251","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","42.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","31.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","769","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","47.81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","58.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3293","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","104.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","101.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2555","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","63.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","41.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","738","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","40.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","59.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3269","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","135.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","131.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","1938","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","36.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","40.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","1332","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","99.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","90.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3299","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","109.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","150.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2254","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","38.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","75.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","1045","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","71.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","75.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3299","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","104.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","101","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2563","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","63.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","41.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","736","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","40.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","59.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2950","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","82.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","127.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2295","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","40.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","77.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","655","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","42.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","50.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3039","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","92.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","118.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2333","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","45.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","68.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","706","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","47.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","49.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2928","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","70.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","90.95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2392","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","33.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","54.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","537","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","36.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","35.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2331","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","56.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","62.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2175","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","40.81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","54.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","156","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","15.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","8.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2194","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","53.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","48.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","1963","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","26.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","36.22","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","231","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","26.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","12.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3010","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","80.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","106.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2326","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","34.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","61.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","684","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","45.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","44.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2861","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","61.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","47.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2744","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","46.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","41.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","117","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","14.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","5.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3063","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","90.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","114.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2017","2017","Kcal/personne/jour","2149","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","36.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2017","2017","g/personne/jour","46.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","914","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","54.22","Fc","Donnée calculée"
