Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","580","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","3787","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","774","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","4","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","62","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","64","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","107","C?te d'Ivoire","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","34","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","578","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","11","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","165","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","1174","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","5","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","61","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","77","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","858","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","1077","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","29","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","1409","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","8","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","4199","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","46","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","3048","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","208","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","692","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","333","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","62","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","467","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","278","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","4","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","2","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","135","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","3","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","17869","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","5445","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","115","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","16889","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","92","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","2","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","809","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","2","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","246","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","122","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","12","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","1376","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","2","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","97","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","968","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","694","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","410","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","685","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","17","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","17","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","10","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","134","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","1268","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","1302","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","69","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","1516","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","51","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","14","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","3","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","10267","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","694","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","7958","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","10315","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","237","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","915","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","16","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","256","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","576","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","197","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","3","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","169","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","23","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","33","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","50","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","34","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","43","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","42","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","3","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","185","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","3","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","26282","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","5171","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","3330","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","323231","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","479","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","2718","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","255","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","4409","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","318","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","5814","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","366","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","2158","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","10367","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","39","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","1036","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","5063","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","5192","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","51775","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","1287","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","16202","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","8647","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","2543","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","5425","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","247","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","74","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","2004","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","98","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","62","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","3","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","3","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","922","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","26","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","1561","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","13","S","Donn?es standardis?es"
